TransactionID,UserID,CourseID,TransactionDate,Amount
T000259,U00048,C0038,2026-05-20,105.68
T000260,U00048,C0142,2026-06-01,37.94
T000261,U00048,C0063,2026-06-01,63.11
T000262,U00048,C0079,2026-06-01,20.3
T000263,U00048,C0094,2026-06-01,20.15
T000264,U00048,C0042,2026-06-01,96.39
T000265,U00048,C0044,2026-06-01,50.44
T000266,U00048,C0175,2026-02-01,19.3
T000267,U00048,C0078,2026-06-01,21.95
T000268,U00048,C0101,2026-06-01,54.07
T000269,U00048,C0009,2026-06-01,62.4
T000270,U00048,C0077,2026-06-01,36.5
T000271,U00048,C0060,2026-06-01,37.46
T000272,U00049,C0177,2025-01-18,84.55
T000273,U00049,C0171,2025-02-21,22.32
T000274,U00049,C0110,2025-02-20,100.65
T000275,U00049,C0036,2025-02-18,40.24
T000276,U00049,C0013,2025-05-31,23.39
T000277,U00049,C0156,2025-06-26,111.55
T000278,U00049,C0179,2025-01-31,30.62
T000279,U00050,C0019,2025-04-04,16.15
T000280,U00051,C0151,2025-12-17,115.1
T000281,U00051,C0114,2026-03-06,121.97
T000282,U00051,C0090,2026-03-31,20.21
T000283,U00051,C0101,2026-03-16,50.41
T000284,U00052,C0049,2025-03-16,51.26
T000285,U00052,C0178,2025-06-11,34.22
T000286,U00052,C0023,2025-03-31,37.0
T000287,U00052,C0144,2025-05-20,104.75
T000288,U00052,C0033,2025-09-17,35.07
T000289,U00052,C0109,2025-04-08,119.43
T000290,U00053,C0078,2024-05-11,19.05
T000291,U00053,C0137,2024-06-13,52.48
T000292,U00053,C0027,2024-07-19,27.75
T000293,U00053,C0007,2024-07-24,53.87
T000294,U00053,C0011,2024-07-06,128.2
T000295,U00053,C0051,2024-10-26,81.29
T000296,U00053,C0012,2024-10-31,41.05
T000297,U00054,C0174,2024-08-30,64.25
T000298,U00054,C0103,2024-11-01,43.97
T000299,U00054,C0136,2024-12-23,19.4
T000300,U00054,C0023,2025-02-07,33.32
T000301,U00054,C0041,2024-12-21,45.97
T000302,U00054,C0039,2025-03-12,31.04
T000303,U00054,C0158,2025-03-07,20.46
T000304,U00054,C0178,2025-05-03,31.86
T000305,U00054,C0107,2025-07-23,56.99
T000306,U00055,C0079,2026-03-21,17.29
T000307,U00056,C0103,2024-11-09,45.41
T000308,U00056,C0066,2025-01-06,53.76
T000309,U00056,C0153,2025-04-04,48.58
T000310,U00056,C0023,2025-01-09,30.28
T000311,U00056,C0032,2025-04-23,38.03
T000312,U00056,C0112,2025-04-24,34.9
T000313,U00056,C0140,2025-04-24,101.87
T000314,U00056,C0180,2025-04-22,22.43
T000315,U00056,C0054,2025-05-18,138.07
T000316,U00057,C0100,2024-01-03,169.3
T000317,U00057,C0004,2024-01-31,50.62
T000318,U00057,C0161,2024-03-28,66.44
T000319,U00058,C0146,2024-02-26,32.77
T000320,U00058,C0130,2024-04-02,19.96
T000321,U00058,C0035,2024-04-23,117.96
T000322,U00058,C0001,2024-02-11,102.41
T000323,U00058,C0132,2024-04-07,59.71
T000324,U00058,C0110,2024-01-25,101.55
T000325,U00058,C0126,2024-08-04,33.65
T000326,U00058,C0058,2024-08-09,25.24
T000327,U00058,C0099,2024-09-21,65.08
T000328,U00058,C0122,2024-03-20,91.27
T000329,U00058,C0155,2024-08-20,45.87
T000330,U00058,C0091,2024-11-05,109.51
T000331,U00058,C0144,2024-03-11,114.88
T000332,U00059,C0004,2024-11-18,56.19
T000333,U00059,C0160,2025-06-10,49.77
T000334,U00059,C0058,2025-06-29,21.22
T000335,U00059,C0149,2025-05-28,46.79
T000336,U00060,C0100,2024-12-30,132.97
T000337,U00060,C0101,2025-02-12,54.78
T000338,U00060,C0168,2025-02-05,81.53
T000339,U00060,C0020,2025-03-11,85.89
T000340,U00060,C0035,2025-01-29,125.94
T000341,U00061,C0129,2025-02-08,31.71
T000342,U00061,C0093,2024-10-29,20.54
T000343,U00061,C0135,2024-11-20,127.64
T000344,U00061,C0019,2024-10-03,20.91
T000345,U00061,C0151,2025-04-22,105.76
T000346,U00061,C0022,2024-10-09,100.12
T000347,U00061,C0148,2025-04-22,30.19
T000348,U00061,C0166,2025-06-05,115.81
T000349,U00061,C0169,2025-05-06,32.81
T000350,U00061,C0070,2025-04-20,109.72
T000351,U00061,C0068,2025-06-13,19.84
T000352,U00062,C0038,2024-09-30,82.78
T000353,U00062,C0029,2024-11-23,27.98
T000354,U00063,C0172,2024-12-08,34.45
T000355,U00063,C0015,2024-11-05,32.32
T000356,U00063,C0177,2025-01-16,104.0
T000357,U00063,C0012,2025-02-13,64.34
T000358,U00063,C0011,2025-03-07,141.98
T000359,U00063,C0045,2024-12-30,152.0
T000360,U00063,C0060,2025-02-06,40.25
T000361,U00064,C0167,2025-06-06,20.68
T000362,U00064,C0088,2025-08-29,63.84
T000363,U00064,C0156,2025-09-16,98.79
T000364,U00064,C0046,2025-12-01,84.53
T000365,U00064,C0137,2026-01-29,55.66
T000366,U00064,C0067,2026-02-12,21.46
T000367,U00065,C0064,2024-11-10,19.35
T000368,U00065,C0099,2024-12-04,58.49
T000369,U00065,C0047,2024-12-06,34.81
T000370,U00065,C0015,2025-01-20,34.94
T000371,U00065,C0065,2024-10-31,23.23
T000372,U00066,C0145,2024-04-21,27.38
T000373,U00066,C0038,2024-07-06,107.49
T000374,U00066,C0099,2024-05-28,60.75
T000375,U00066,C0120,2024-06-27,54.87
T000376,U00067,C0086,2024-11-01,122.79
T000377,U00067,C0050,2024-12-24,48.17
T000378,U00067,C0157,2024-10-21,68.02
T000379,U00067,C0014,2024-12-26,99.28
T000380,U00067,C0062,2025-05-03,85.35
T000381,U00067,C0098,2025-05-18,30.44
T000382,U00067,C0122,2025-01-22,113.18
T000383,U00068,C0014,2024-11-16,118.08
T000384,U00068,C0007,2024-11-01,55.49
T000385,U00068,C0127,2024-12-30,18.17
T000386,U00068,C0051,2024-10-26,88.08
T000387,U00068,C0099,2024-11-19,48.63
T000388,U00069,C0117,2024-03-20,32.8
T000389,U00069,C0027,2024-05-06,35.54
T000390,U00069,C0012,2024-04-27,49.19
T000391,U00069,C0155,2024-05-06,51.27
T000392,U00069,C0174,2024-05-06,77.17
T000393,U00069,C0132,2024-05-14,60.7
T000394,U00069,C0028,2024-10-01,88.61
T000395,U00069,C0075,2024-07-23,110.93
T000396,U00070,C0137,2025-01-26,44.98
T000397,U00071,C0154,2024-01-02,23.38
T000398,U00071,C0008,2024-02-06,105.46
T000399,U00071,C0164,2024-04-12,63.53
T000400,U00071,C0130,2024-05-29,21.38
T000401,U00071,C0174,2024-03-19,67.54
T000402,U00071,C0105,2024-06-21,20.07
T000403,U00071,C0102,2024-08-20,87.11
T000404,U00071,C0022,2024-08-18,98.61
T000405,U00072,C0165,2025-10-22,53.2
T000406,U00072,C0040,2025-11-28,111.64
T000407,U00072,C0057,2026-02-20,46.42
T000408,U00072,C0070,2026-02-02,125.5
T000409,U00072,C0148,2026-06-01,34.11
T000410,U00073,C0134,2025-01-08,21.37
T000411,U00073,C0122,2025-02-05,125.14
T000412,U00073,C0157,2024-12-24,65.9
T000413,U00073,C0095,2024-11-07,138.24
T000414,U00073,C0031,2025-05-16,35.54
T000415,U00073,C0096,2025-02-22,116.35
T000416,U00073,C0062,2025-04-11,85.04
T000417,U00073,C0005,2025-09-07,99.93
T000418,U00073,C0034,2025-01-07,54.99
T000419,U00074,C0110,2024-07-25,84.56
T000420,U00074,C0169,2025-01-16,25.6
T000421,U00075,C0076,2024-05-14,112.18
T000422,U00075,C0050,2024-06-15,51.08
T000423,U00075,C0157,2024-07-22,61.29
T000424,U00075,C0095,2024-08-24,129.96
T000425,U00075,C0062,2024-09-02,87.27
T000426,U00075,C0134,2024-05-22,23.74
T000427,U00075,C0115,2025-03-02,37.59
T000428,U00076,C0105,2024-09-25,19.49
T000429,U00076,C0125,2024-09-26,67.15
T000430,U00076,C0161,2024-12-28,53.27
T000431,U00076,C0016,2024-10-13,79.69
T000432,U00076,C0171,2025-02-16,22.31
T000433,U00077,C0061,2025-02-12,36.76
T000434,U00077,C0035,2025-02-28,127.83
T000435,U00077,C0012,2025-03-14,54.99
T000436,U00078,C0166,2025-07-23,117.42
T000437,U00078,C0078,2025-08-10,20.33
T000438,U00078,C0096,2025-09-08,123.1
T000439,U00078,C0044,2025-09-06,45.14
T000440,U00078,C0009,2026-01-07,49.99
T000441,U00078,C0175,2025-12-03,21.45
T000442,U00078,C0037,2025-09-12,20.03
T000443,U00079,C0159,2025-08-24,98.68
T000444,U00079,C0020,2025-08-13,70.93
T000445,U00079,C0160,2025-09-21,45.84
T000446,U00079,C0017,2026-01-07,71.39
T000447,U00080,C0012,2025-10-20,47.03
T000448,U00080,C0051,2025-11-12,100.64
T000449,U00080,C0101,2025-10-17,53.07
T000450,U00080,C0153,2025-10-10,59.39
T000451,U00081,C0130,2024-03-21,22.59
T000452,U00081,C0082,2024-03-17,74.43
T000453,U00081,C0063,2024-03-06,65.33
T000454,U00081,C0006,2024-05-06,31.22
T000455,U00081,C0141,2024-05-28,109.48
T000456,U00081,C0180,2024-07-05,21.04
T000457,U00081,C0093,2024-06-28,20.58
T000458,U00081,C0156,2024-11-22,105.8
T000459,U00082,C0098,2024-11-19,32.02
T000460,U00082,C0002,2024-09-24,123.31
T000461,U00082,C0049,2024-12-16,54.96
T000462,U00082,C0116,2025-01-12,73.99
T000463,U00082,C0136,2025-05-02,21.02
T000464,U00082,C0053,2025-04-23,71.25
T000465,U00082,C0086,2025-05-26,90.53
T000466,U00083,C0102,2025-05-25,103.37
T000467,U00083,C0112,2025-09-04,34.04
T000468,U00083,C0160,2025-06-16,52.55
T000469,U00083,C0066,2025-08-10,54.32
T000470,U00083,C0033,2025-07-29,42.84
T000471,U00084,C0146,2025-07-27,35.92
T000472,U00084,C0110,2025-08-23,99.18
T000473,U00084,C0144,2025-09-07,101.02
T000474,U00084,C0045,2025-08-25,109.54
T000475,U00085,C0080,2025-03-25,65.05
T000476,U00085,C0052,2024-12-03,21.24
T000477,U00085,C0084,2025-03-05,108.09
T000478,U00085,C0173,2025-02-25,39.03
T000479,U00085,C0017,2025-06-04,71.78
T000480,U00085,C0042,2025-07-23,97.72
T000481,U00085,C0041,2025-01-18,48.23
T000482,U00085,C0021,2025-11-19,99.92
T000483,U00085,C0088,2025-12-07,76.57
T000484,U00085,C0144,2025-11-05,117.77
T000485,U00085,C0085,2025-03-22,34.01
T000486,U00085,C0005,2025-11-11,100.46
T000487,U00085,C0125,2025-07-30,68.99
T000488,U00086,C0099,2025-05-27,46.37
T000489,U00086,C0132,2025-06-24,40.65
T000490,U00086,C0012,2025-05-24,40.42
T000491,U00087,C0095,2025-03-28,157.87
T000492,U00087,C0017,2025-03-21,75.13
T000493,U00087,C0157,2025-05-21,70.49
T000494,U00087,C0088,2025-05-09,86.73
T000495,U00088,C0012,2024-02-21,43.39
T000496,U00088,C0175,2024-01-13,18.67
T000497,U00088,C0111,2024-02-21,47.71
T000498,U00088,C0029,2024-04-02,34.67
T000499,U00088,C0093,2024-02-12,22.51
T000500,U00088,C0096,2024-05-23,141.75
T000501,U00089,C0037,2024-12-21,16.37
T000502,U00089,C0077,2025-01-05,23.58
T000503,U00090,C0074,2024-05-28,59.47
T000504,U00090,C0051,2024-06-09,98.01
T000505,U00090,C0012,2024-09-05,59.96
T000506,U00090,C0045,2024-07-03,145.73
T000507,U00091,C0112,2026-01-20,34.36
T000508,U00091,C0059,2026-04-09,48.54
T000509,U00091,C0090,2026-06-01,21.19
T000510,U00091,C0140,2026-06-01,104.0
T000511,U00091,C0073,2026-06-01,37.34
T000512,U00091,C0174,2026-06-01,78.37
T000513,U00091,C0072,2026-06-01,19.36
T000514,U00091,C0137,2026-06-01,59.19
T000515,U00091,C0024,2026-06-01,21.7
T000516,U00091,C0085,2026-06-01,33.36
T000517,U00091,C0050,2026-06-01,59.77
T000518,U00092,C0019,2024-09-22,19.66
T000519,U00092,C0108,2024-08-13,53.92
T000520,U00092,C0076,2024-08-20,120.71
T000521,U00092,C0050,2024-09-22,52.91
T000522,U00092,C0070,2025-01-03,123.89
T000523,U00092,C0025,2024-10-05,23.95
T000524,U00092,C0167,2024-12-04,22.39
T000525,U00092,C0011,2025-02-21,143.89
T000526,U00092,C0088,2025-01-17,84.52
T000527,U00093,C0084,2025-05-24,98.83
T000528,U00093,C0179,2025-08-19,34.04
T000529,U00093,C0175,2025-09-16,23.0
T000530,U00093,C0014,2025-07-10,105.35
T000531,U00093,C0058,2025-11-12,19.16
T000532,U00093,C0091,2025-09-30,95.58
T000533,U00093,C0094,2026-03-20,21.15
T000534,U00094,C0039,2024-07-05,36.13
T000535,U00094,C0177,2024-08-07,88.72
T000536,U00094,C0032,2024-10-18,36.54
T000537,U00094,C0066,2024-08-19,54.28
T000538,U00094,C0071,2024-10-31,21.24
T000539,U00095,C0099,2026-04-18,50.94
T000540,U00095,C0024,2026-01-26,20.95
T000541,U00095,C0027,2026-05-26,27.67
T000542,U00096,C0104,2024-10-30,30.0
T000543,U00096,C0055,2024-11-06,36.44
T000544,U00096,C0133,2024-12-12,34.3
T000545,U00096,C0097,2025-01-15,91.33
T000546,U00096,C0131,2025-04-21,32.88
T000547,U00097,C0007,2025-09-11,58.63
T000548,U00097,C0154,2025-12-14,23.96
T000549,U00097,C0130,2025-11-30,22.03
T000550,U00097,C0099,2025-12-28,67.02
T000551,U00097,C0070,2026-03-29,130.63
T000552,U00097,C0175,2025-12-02,22.08
T000553,U00097,C0019,2026-02-01,21.61
T000554,U00097,C0162,2026-01-30,21.86
T000555,U00097,C0159,2026-05-26,114.08
T000556,U00097,C0046,2026-06-01,86.62
T000557,U00097,C0073,2026-06-01,32.25
T000558,U00098,C0134,2025-06-30,19.67
T000559,U00098,C0095,2025-07-26,141.71
T000560,U00098,C0082,2025-08-02,73.01
T000561,U00098,C0163,2025-07-30,104.48
T000562,U00098,C0013,2025-09-07,22.68
T000563,U00098,C0072,2025-07-08,21.03
T000564,U00098,C0006,2025-10-16,38.47
T000565,U00098,C0058,2026-01-03,21.47
T000566,U00098,C0017,2026-03-05,69.23
T000567,U00098,C0034,2025-11-18,45.71
T000568,U00098,C0076,2025-05-19,123.96
T000569,U00098,C0120,2026-06-01,63.7
T000570,U00098,C0026,2025-08-12,33.14
T000571,U00099,C0009,2026-04-06,44.01
T000572,U00100,C0093,2024-02-28,15.43
T000573,U00101,C0125,2024-06-15,69.95
T000574,U00101,C0051,2024-12-19,94.19
T000575,U00101,C0075,2024-07-10,108.9
T000576,U00101,C0012,2024-08-14,48.82
T000577,U00101,C0172,2024-06-28,37.39
T000578,U00101,C0047,2024-08-14,30.71
T000579,U00101,C0174,2025-01-24,62.27
T000580,U00101,C0006,2025-01-28,36.79
T000581,U00102,C0165,2025-12-27,42.15
T000582,U00102,C0173,2025-12-29,34.2
T000583,U00102,C0093,2025-12-15,18.69
T000584,U00102,C0080,2026-03-05,55.38
T000585,U00102,C0009,2026-01-03,58.91
T000586,U00102,C0024,2026-01-10,20.73
T000587,U00102,C0025,2026-02-18,20.91
T000588,U00103,C0161,2026-01-08,52.36
T000589,U00103,C0035,2026-01-01,110.36
T000590,U00103,C0078,2026-02-17,22.66
T000591,U00103,C0160,2026-02-22,51.73
T000592,U00104,C0090,2025-03-26,18.51
T000593,U00104,C0168,2025-02-18,75.4
T000594,U00104,C0141,2025-01-21,130.89
T000595,U00104,C0017,2025-03-22,76.07
T000596,U00104,C0004,2025-02-17,57.96
T000597,U00104,C0035,2025-05-11,109.62
T000598,U00105,C0099,2025-08-15,53.36
T000599,U00105,C0027,2025-08-14,31.01
T000600,U00105,C0135,2025-05-31,119.57
T000601,U00105,C0149,2025-06-02,44.43
T000602,U00105,C0130,2025-07-07,22.79
T000603,U00106,C0132,2025-02-16,45.79
T000604,U00106,C0105,2025-02-07,15.7
T000605,U00107,C0106,2024-08-17,48.85
T000606,U00107,C0076,2024-11-02,116.18
