UserID,Age,Gender,TotalCoursesEnrolled,NumCategoriesExplored,AvgCoursesPerCategory,EnrollmentFrequency,PreferredCategory,PreferredLevel,AvgCourseRatingEnrolled,AvgSpendPerLearner,TotalSpend,DiversityScore,LearningDepthIndex,BeginnerShare,AdvancedShare,CertificationShare,ActiveSpanDays,Cluster
U00035,22,Female,8,2,4.0,0.8727272727272728,Cybersecurity,Intermediate,3.775,51.14375,409.15,2,0.875,0.125,0.375,0.0,245,0
U00036,32,Female,4,2,2.0,0.7100591715976331,Marketing,Advanced,3.85,74.965,299.86,2,1.0,0.0,0.5,0.25,139,2
U00037,27,Other,4,2,2.0,2.5,Cybersecurity,Beginner,3.6,31.7225,126.89,2,0.25,0.75,0.0,0.0,18,3
U00038,30,Male,7,2,3.5,0.7749077490774908,Cybersecurity,Beginner,3.757142857142857,60.14,420.98,2,0.5714285714285714,0.4285714285714285,0.2857142857142857,0.0,241,0
U00039,31,Male,1,1,1.0,1.0,Web Development,Intermediate,3.8,57.36,57.36,1,1.0,0.0,0.0,0.0,0,0
U00040,31,Male,10,5,2.0,0.7772020725388601,Web Development,Beginner,3.74,61.25999999999999,612.5999999999999,5,0.4,0.6,0.2,0.3,356,1
U00041,31,Female,1,1,1.0,1.0,Design,Beginner,3.9,15.05,15.05,1,0.0,1.0,0.0,0.0,0,3
U00042,40,Female,9,3,3.0,0.940766550522648,Cybersecurity,Intermediate,3.688888888888889,65.53555555555555,589.8199999999999,3,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.2222222222222222,257,0
U00043,19,Male,5,3,1.6666666666666667,1.1111111111111112,Marketing,Advanced,3.58,94.936,474.68,3,1.0,0.0,0.6,0.2,105,2
U00044,29,Male,3,2,1.5,1.232876712328767,Cloud Computing,Beginner,3.733333333333333,38.79,116.37,2,0.3333333333333333,0.6666666666666666,0.0,0.0,43,3
U00045,38,Female,5,2,2.5,0.5226480836236934,Web Development,Intermediate,3.62,65.876,329.38,2,1.0,0.0,0.4,0.2,257,2
U00046,41,Male,2,1,2.0,0.6315789473684211,Data Science,Beginner,3.9,17.885,35.77,1,0.0,1.0,0.0,0.0,65,3
U00047,22,Female,5,2,2.5,1.0344827586206895,Business,Intermediate,3.7,77.706,388.53,2,1.0,0.0,0.2,0.2,115,2
U00048,40,Female,13,4,3.25,2.6,Web Development,Beginner,3.7384615384615385,48.13,625.6899999999999,4,0.3846153846153846,0.6153846153846154,0.1538461538461538,0.1538461538461538,120,1
U00049,44,Male,7,4,1.75,1.1111111111111112,Business,Beginner,3.628571428571429,59.04571428571429,413.3200000000001,4,0.4285714285714285,0.5714285714285714,0.1428571428571428,0.2857142857142857,159,1
U00050,28,Male,1,1,1.0,1.0,Cybersecurity,Beginner,3.8,16.15,16.15,1,0.0,1.0,0.0,0.0,0,3
U00051,54,Female,4,1,4.0,0.8955223880597015,Personal Development,Intermediate,4.0,76.92249999999999,307.68999999999994,1,0.75,0.25,0.25,0.5,104,2
U00052,36,Female,6,2,3.0,0.8372093023255813,Data Science,Intermediate,3.583333333333333,63.62166666666667,381.73,2,1.0,0.0,0.1666666666666666,0.3333333333333333,185,0
U00053,36,Male,7,2,3.5,1.0344827586206895,Cloud Computing,Beginner,3.657142857142857,57.67000000000001,403.69000000000005,2,0.5714285714285714,0.4285714285714285,0.4285714285714285,0.1428571428571428,173,0
U00054,29,Male,9,2,4.5,0.7563025210084033,Data Science,Intermediate,3.533333333333333,38.58444444444444,347.26,2,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.0,327,0
U00055,16,Female,1,1,1.0,1.0,Web Development,Beginner,3.2,17.29,17.29,1,0.0,1.0,0.0,0.0,0,3
U00056,17,Female,9,2,4.5,1.2272727272727273,Data Science,Advanced,3.611111111111111,57.03666666666666,513.3299999999999,2,0.7777777777777778,0.2222222222222222,0.4444444444444444,0.2222222222222222,190,0
U00057,23,Male,3,2,1.5,0.7826086956521738,Marketing,Advanced,3.5,95.45333333333332,286.36,2,1.0,0.0,1.0,0.3333333333333333,85,2
U00058,25,Male,13,5,2.6,1.238095238095238,Cybersecurity,Beginner,3.715384615384616,70.75846153846155,919.86,5,0.4615384615384615,0.5384615384615384,0.0,0.4615384615384615,285,1
U00059,31,Male,4,1,4.0,0.4743083003952569,Marketing,Advanced,3.625,43.4925,173.97,1,0.75,0.25,0.5,0.0,223,0
U00060,29,Male,5,2,2.5,1.4851485148514851,Personal Development,Intermediate,3.82,96.222,481.11,2,1.0,0.0,0.4,0.4,71,2
U00061,28,Male,11,4,2.75,1.1660777385159011,Web Development,Intermediate,3.918181818181819,65.00454545454546,715.0500000000001,4,0.6363636363636364,0.3636363636363636,0.0,0.4545454545454545,253,1
U00062,28,Female,2,2,1.0,0.7142857142857143,Business,Beginner,3.55,55.38,110.76,2,0.5,0.5,0.0,0.5,54,4
U00063,20,Female,7,2,3.5,1.381578947368421,Business,Advanced,3.942857142857143,81.33428571428571,569.34,2,1.0,0.0,0.5714285714285714,0.2857142857142857,122,2
U00064,31,Male,6,5,1.2,0.6405693950177935,Personal Development,Beginner,3.9166666666666674,57.49333333333333,344.96,5,0.3333333333333333,0.6666666666666666,0.1666666666666666,0.1666666666666666,251,1
U00065,16,Female,5,2,2.5,1.351351351351351,Cloud Computing,Beginner,3.62,34.164,170.82,2,0.4,0.6,0.0,0.0,81,3
U00066,24,Male,4,2,2.0,1.1320754716981132,Business,Beginner,3.625,62.6225,250.49,2,0.25,0.75,0.0,0.25,76,4
U00067,26,Female,7,2,3.5,0.8786610878661087,Design,Intermediate,3.7428571428571433,81.03285714285714,567.23,2,1.0,0.0,0.4285714285714285,0.4285714285714285,209,2
U00068,22,Male,5,2,2.5,1.5789473684210529,Cloud Computing,Beginner,3.78,65.69,328.45,2,0.4,0.6,0.2,0.2,65,0
U00069,32,Female,8,2,4.0,1.0666666666666669,Cloud Computing,Intermediate,3.6125,63.276250000000005,506.21,2,0.875,0.125,0.25,0.125,195,0
U00070,41,Female,1,1,1.0,1.0,Cloud Computing,Beginner,3.6,44.98,44.98,1,0.0,1.0,0.0,0.0,0,3
U00071,27,Male,8,4,2.0,0.9195402298850576,Data Science,Beginner,3.65,60.885000000000005,487.08,4,0.375,0.625,0.125,0.25,231,1
U00072,20,Male,5,1,5.0,0.5952380952380952,Web Development,Intermediate,3.78,74.174,370.87,1,1.0,0.0,0.4,0.4,222,0
U00073,33,Male,9,2,4.5,0.8083832335329342,Design,Advanced,3.888888888888889,82.5,742.5,2,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.4444444444444444,304,2
U00074,38,Female,2,1,2.0,0.2926829268292683,Cybersecurity,Beginner,3.9,55.08,110.16,1,0.5,0.5,0.0,0.5,175,4
U00075,33,Male,7,1,7.0,0.6521739130434783,Design,Advanced,3.642857142857143,71.87285714285714,503.11,1,0.7142857142857143,0.2857142857142857,0.5714285714285714,0.2857142857142857,292,0
U00076,26,Female,5,1,5.0,0.8620689655172414,Marketing,Beginner,3.56,48.382,241.91,1,0.6,0.4,0.4,0.0,144,0
U00077,24,Male,3,2,1.5,1.5,Cloud Computing,Intermediate,3.8,73.19333333333334,219.58,2,1.0,0.0,0.3333333333333333,0.3333333333333333,30,2
U00078,27,Female,7,2,3.5,1.0606060606060606,Web Development,Beginner,3.914285714285714,56.78000000000001,397.46,2,0.4285714285714285,0.5714285714285714,0.2857142857142857,0.2857142857142857,168,0
U00079,29,Male,4,2,2.0,0.6779661016949152,Marketing,Intermediate,3.725,71.71000000000001,286.84000000000003,2,1.0,0.0,0.25,0.25,147,2
U00080,38,Female,4,2,2.0,1.9047619047619049,Cloud Computing,Advanced,3.85,65.0325,260.13,2,1.0,0.0,1.0,0.0,33,2
U00081,33,Male,8,5,1.6,0.8247422680412372,Cloud Computing,Beginner,3.5375,56.30875,450.47,5,0.25,0.75,0.0,0.25,261,1
U00082,36,Male,7,2,3.5,0.7664233576642336,Data Science,Intermediate,3.7857142857142856,66.72571428571429,467.08,2,0.8571428571428571,0.1428571428571428,0.2857142857142857,0.2857142857142857,244,0
U00083,36,Female,5,2,2.5,1.1363636363636362,Data Science,Advanced,3.5200000000000005,57.424,287.12,2,1.0,0.0,0.6,0.0,102,2
U00084,31,Female,4,2,2.0,1.6666666666666667,Cybersecurity,Intermediate,3.875,86.415,345.66,2,0.75,0.25,0.25,0.75,42,2
U00085,16,Female,13,6,2.1666666666666665,0.9774436090225564,Design,Beginner,3.776923076923077,72.98923076923076,948.86,6,0.4615384615384615,0.5384615384615384,0.2307692307692307,0.3846153846153846,369,1
U00086,16,Male,3,1,3.0,1.475409836065574,Cloud Computing,Beginner,3.466666666666667,42.48,127.44,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,31,3
U00087,19,Male,4,2,2.0,1.3186813186813189,Design,Advanced,4.0,97.555,390.22,2,1.0,0.0,0.5,0.25,61,2
U00088,25,Female,6,2,3.0,1.1180124223602486,Web Development,Advanced,3.7,51.45,308.7,2,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.1666666666666666,131,0
U00089,32,Male,2,1,2.0,1.3333333333333333,Business,Beginner,3.5,19.975,39.95,1,0.5,0.5,0.0,0.0,15,3
U00090,20,Female,4,3,1.3333333333333333,0.9230769230769228,Cloud Computing,Advanced,3.825,90.7925,363.17,3,1.0,0.0,1.0,0.25,100,2
U00091,18,Male,11,5,2.2,2.0370370370370368,Personal Development,Beginner,3.527272727272727,47.01636363636364,517.1800000000001,5,0.3636363636363636,0.6363636363636364,0.0909090909090909,0.0909090909090909,132,1
U00092,36,Male,9,5,1.8,1.2162162162162162,Design,Beginner,3.588888888888889,71.75999999999999,645.8399999999999,5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,192,1
U00093,28,Male,7,5,1.4,0.6363636363636364,Personal Development,Beginner,4.042857142857143,56.73,397.11,5,0.2857142857142857,0.7142857142857143,0.0,0.4285714285714285,300,1
U00094,21,Female,5,2,2.5,1.0135135135135134,Data Science,Intermediate,3.7,47.382,236.91,2,0.8,0.2,0.4,0.0,118,0
U00095,25,Female,3,2,1.5,0.6,Cloud Computing,Beginner,3.533333333333333,33.18666666666667,99.56,2,0.3333333333333333,0.6666666666666666,0.0,0.0,120,3
U00096,32,Male,5,2,2.5,0.7389162561576355,Data Science,Intermediate,3.640000000000001,44.99,224.95,2,0.6,0.4,0.2,0.0,173,0
U00097,34,Female,11,4,2.75,1.1262798634812283,Cloud Computing,Beginner,3.654545454545455,54.61545454545455,600.77,4,0.2727272727272727,0.7272727272727273,0.0909090909090909,0.1818181818181818,263,1
U00098,17,Female,13,5,2.6,0.9558823529411764,Design,Beginner,3.723076923076924,59.86615384615386,778.2600000000001,5,0.3846153846153846,0.6153846153846154,0.0769230769230769,0.2307692307692307,378,1
U00099,33,Female,1,1,1.0,1.0,Web Development,Beginner,4.1,44.01,44.01,1,0.0,1.0,0.0,0.0,0,3
U00100,35,Female,1,1,1.0,1.0,Web Development,Beginner,3.7,15.43,15.43,1,0.0,1.0,0.0,0.0,0,3
U00101,39,Male,8,2,4.0,0.933852140077821,Cloud Computing,Intermediate,3.6625,61.1275,489.02,2,0.875,0.125,0.375,0.125,227,0
U00102,35,Male,7,2,3.5,1.9090909090909087,Web Development,Beginner,3.728571428571428,35.85285714285714,250.97,2,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.0,80,0
U00103,35,Female,4,3,1.3333333333333333,1.4634146341463414,Marketing,Advanced,3.6,59.2775,237.11,3,0.75,0.25,0.5,0.25,52,2
U00104,25,Male,6,2,3.0,1.2857142857142858,Personal Development,Intermediate,3.9,78.075,468.45,2,0.8333333333333334,0.1666666666666666,0.1666666666666666,0.3333333333333333,110,2
U00105,31,Female,5,4,1.25,1.4150943396226416,Cloud Computing,Intermediate,3.76,54.232000000000006,271.16,4,0.6,0.4,0.0,0.2,76,1
U00106,35,Male,2,2,1.0,1.5384615384615383,Cloud Computing,Beginner,3.55,30.745,61.49,2,0.0,1.0,0.0,0.0,9,3
U00107,40,Female,6,2,3.0,1.1320754716981132,Design,Advanced,3.7,92.38333333333334,554.3000000000001,2,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,129,2
U00108,20,Female,5,3,1.6666666666666667,0.9090909090909092,Design,Intermediate,3.58,83.31,416.55,3,0.8,0.2,0.4,0.2,135,2
U00109,26,Male,9,5,1.8,4.153846153846153,Marketing,Beginner,3.8777777777777778,78.82222222222222,709.4,5,0.4444444444444444,0.5555555555555556,0.1111111111111111,0.5555555555555556,35,1
U00110,31,Female,7,2,3.5,0.813953488372093,Personal Development,Advanced,3.8,60.89714285714285,426.28,2,0.8571428571428571,0.1428571428571428,0.4285714285714285,0.2857142857142857,228,0
U00111,33,Female,8,3,2.6666666666666665,5.5813953488372094,Web Development,Beginner,3.7875,60.7225,485.78,3,0.25,0.75,0.0,0.125,13,1
U00112,16,Male,7,2,3.5,7.0,Business,Advanced,3.8857142857142857,97.57285714285716,683.01,2,0.8571428571428571,0.1428571428571428,0.4285714285714285,0.4285714285714285,0,2
U00113,37,Other,6,2,3.0,2.3076923076923075,Web Development,Beginner,3.9333333333333336,58.39499999999999,350.36999999999995,2,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,48,0
U00114,24,Male,5,1,5.0,0.9677419354838708,Data Science,Beginner,3.6,30.372,151.86,1,0.4,0.6,0.2,0.0,125,0
U00115,28,Female,5,2,2.5,0.8982035928143713,Data Science,Beginner,3.7599999999999993,29.728,148.64,2,0.4,0.6,0.2,0.0,137,3
U00116,35,Female,7,2,3.5,1.135135135135135,Web Development,Intermediate,3.785714285714285,64.56714285714285,451.97,2,1.0,0.0,0.1428571428571428,0.2857142857142857,155,0
U00117,36,Male,7,2,3.5,0.9502262443438916,Data Science,Advanced,3.5571428571428574,66.09,462.63,2,1.0,0.0,0.5714285714285714,0.1428571428571428,191,2
U00118,22,Male,6,2,3.0,0.7377049180327869,Business,Advanced,3.8,76.91166666666666,461.47,2,0.8333333333333334,0.1666666666666666,0.6666666666666666,0.3333333333333333,214,2
U00119,33,Female,3,2,1.5,1.836734693877551,Cybersecurity,Advanced,3.8666666666666663,84.74,254.22,2,1.0,0.0,0.6666666666666666,0.0,19,2
U00120,19,Female,3,3,1.0,0.8490566037735849,Business,Advanced,3.733333333333334,81.38333333333334,244.15,3,1.0,0.0,1.0,0.0,76,2
U00121,48,Male,1,1,1.0,1.0,Personal Development,Beginner,4.1,16.54,16.54,1,0.0,1.0,0.0,0.0,0,3
U00122,30,Male,7,2,3.5,1.5909090909090908,Marketing,Intermediate,3.6,68.07857142857142,476.55,2,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.2857142857142857,102,0
U00123,32,Male,8,2,4.0,1.081081081081081,Design,Intermediate,3.7375,43.4125,347.3,2,0.75,0.25,0.25,0.0,192,0
U00124,25,Female,10,5,2.0,1.020408163265306,Design,Intermediate,3.81,60.35000000000001,603.5000000000001,5,0.5,0.5,0.0,0.2,264,1
U00125,28,Male,6,4,1.5,0.8999999999999999,Marketing,Beginner,3.983333333333333,64.19833333333334,385.19,4,0.5,0.5,0.1666666666666666,0.3333333333333333,170,1
U00126,40,Male,2,1,2.0,1.3043478260869563,Design,Intermediate,4.05,66.22999999999999,132.45999999999998,1,1.0,0.0,0.0,0.5,16,2
U00127,20,Male,2,1,2.0,0.6666666666666666,Personal Development,Intermediate,3.55,25.915,51.83,1,0.5,0.5,0.0,0.0,60,3
U00128,21,Male,3,2,1.5,0.8256880733944955,Design,Beginner,3.8666666666666663,82.10000000000001,246.3,2,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,79,2
U00129,51,Female,6,2,3.0,0.7200000000000001,Personal Development,Intermediate,4.016666666666667,87.32000000000001,523.9200000000001,2,1.0,0.0,0.1666666666666666,0.5,220,2
U00130,30,Male,7,3,2.333333333333333,1.25748502994012,Marketing,Advanced,3.7714285714285714,78.07428571428572,546.5200000000001,3,0.7142857142857143,0.2857142857142857,0.4285714285714285,0.2857142857142857,137,2
U00131,29,Female,3,2,1.5,0.5769230769230769,Data Science,Beginner,3.733333333333333,26.146666666666665,78.44,2,0.0,1.0,0.0,0.0,126,3
U00132,17,Female,2,2,1.0,0.2777777777777778,Business,Beginner,3.6,42.09,84.17999999999999,2,0.5,0.5,0.5,0.0,186,3
U00133,26,Female,11,4,2.75,0.8029197080291971,Web Development,Beginner,3.872727272727273,77.91090909090909,857.02,4,0.4545454545454545,0.5454545454545454,0.1818181818181818,0.4545454545454545,381,1
U00134,35,Female,5,2,2.5,0.9259259259259258,Cloud Computing,Beginner,3.86,94.596,472.98,2,0.6,0.4,0.2,0.6,132,4
U00135,38,Male,6,3,2.0,1.0714285714285714,Cloud Computing,Advanced,3.533333333333333,72.32,433.92,3,1.0,0.0,0.8333333333333334,0.0,138,2
U00136,36,Male,3,1,3.0,1.267605633802817,Marketing,Beginner,3.766666666666667,41.723333333333336,125.17,1,0.3333333333333333,0.6666666666666666,0.0,0.0,41,3
U00137,33,Male,4,2,2.0,1.2244897959183674,Data Science,Beginner,3.725,24.725,98.9,2,0.5,0.5,0.0,0.0,68,3
U00138,20,Female,2,1,2.0,0.3870967741935484,Data Science,Beginner,3.85,15.835,31.67,1,0.0,1.0,0.0,0.0,125,3
U00139,22,Male,2,1,2.0,0.3015075376884422,Cybersecurity,Beginner,3.45,46.53,93.06,1,0.0,1.0,0.0,0.5,169,4
U00140,40,Female,5,2,2.5,1.5151515151515151,Data Science,Intermediate,3.5200000000000005,38.854,194.27,2,0.8,0.2,0.4,0.0,69,0
U00141,27,Male,5,2,2.5,0.9375,Cybersecurity,Advanced,3.86,70.73400000000001,353.67,2,0.6,0.4,0.4,0.4,130,2
U00142,38,Male,4,2,2.0,1.643835616438356,Web Development,Advanced,3.675,48.815,195.26,2,0.75,0.25,0.75,0.0,43,2
U00143,21,Male,5,2,2.5,0.7246376811594203,Cloud Computing,Intermediate,3.74,56.386,281.93,2,0.8,0.2,0.2,0.2,177,0
U00144,23,Female,7,4,1.75,0.6402439024390244,Design,Beginner,3.7142857142857135,58.462857142857146,409.24,4,0.4285714285714285,0.5714285714285714,0.1428571428571428,0.2857142857142857,298,1
U00145,26,Female,9,5,1.8,1.4835164835164836,Cloud Computing,Beginner,3.6333333333333337,65.70444444444445,591.34,5,0.4444444444444444,0.5555555555555556,0.1111111111111111,0.3333333333333333,152,1
U00146,27,Female,11,4,2.75,1.0410094637223974,Business,Beginner,3.6909090909090905,54.18363636363636,596.02,4,0.4545454545454545,0.5454545454545454,0.0,0.2727272727272727,287,1
U00147,26,Female,3,1,3.0,1.3846153846153844,Web Development,Beginner,3.633333333333333,20.03,60.09,1,0.0,1.0,0.0,0.0,35,3
U00148,27,Female,10,5,2.0,0.819672131147541,Design,Intermediate,3.8000000000000007,79.10900000000001,791.09,5,0.6,0.4,0.1,0.4,336,1
U00149,29,Male,8,2,4.0,0.8695652173913044,Design,Intermediate,3.7375,65.64375000000001,525.1500000000001,2,0.875,0.125,0.375,0.25,246,0
U00150,42,Male,2,1,2.0,0.6382978723404256,Marketing,Advanced,3.75,39.86,79.72,1,0.5,0.5,0.5,0.0,64,3
U00151,24,Female,9,6,1.5,0.9574468085106382,Personal Development,Beginner,3.811111111111111,40.56,365.04,6,0.4444444444444444,0.5555555555555556,0.2222222222222222,0.0,252,1
U00152,32,Male,7,4,1.75,0.7608695652173914,Business,Intermediate,3.9,65.61714285714285,459.32,4,0.5714285714285714,0.4285714285714285,0.0,0.4285714285714285,246,1
U00153,37,Male,13,4,3.25,1.1016949152542372,Business,Beginner,3.6538461538461537,46.08538461538462,599.11,4,0.3846153846153846,0.6153846153846154,0.0769230769230769,0.0769230769230769,324,1
U00154,31,Female,3,2,1.5,1.7307692307692306,Design,Advanced,3.9666666666666655,112.77,338.31,2,1.0,0.0,1.0,0.3333333333333333,22,2
U00155,29,Female,5,2,2.5,1.0273972602739725,Business,Advanced,3.9,65.282,326.41,2,0.6,0.4,0.6,0.4,116,2
U00156,16,Male,7,3,2.333333333333333,1.653543307086614,Marketing,Advanced,3.642857142857143,81.89,573.23,3,1.0,0.0,0.7142857142857143,0.1428571428571428,97,2
U00157,26,Male,6,2,3.0,0.5806451612903225,Design,Intermediate,3.733333333333333,62.64833333333333,375.89,2,0.8333333333333334,0.1666666666666666,0.1666666666666666,0.1666666666666666,280,0
U00158,21,Female,2,1,2.0,1.1764705882352942,Personal Development,Beginner,4.25,47.7,95.4,1,0.0,1.0,0.0,0.5,21,4
U00159,43,Male,1,1,1.0,1.0,Business,Beginner,4.0,14.65,14.65,1,0.0,1.0,0.0,0.0,0,3
U00160,19,Male,9,4,2.25,0.9310344827586208,Design,Beginner,3.844444444444445,64.25666666666666,578.31,4,0.2222222222222222,0.7777777777777778,0.0,0.4444444444444444,260,1
U00161,21,Female,8,2,4.0,1.7777777777777777,Personal Development,Intermediate,4.0,76.00125,608.01,2,0.75,0.25,0.25,0.5,105,2
U00162,22,Male,2,1,2.0,0.6666666666666666,Design,Beginner,4.05,44.785,89.57,1,0.0,1.0,0.0,0.5,60,4
U00163,32,Male,8,2,4.0,0.9561752988047808,Data Science,Advanced,3.75,71.345,570.76,2,0.5,0.5,0.5,0.375,221,0
U00164,22,Male,2,1,2.0,1.4285714285714286,Data Science,Beginner,4.199999999999999,60.18,120.36,1,0.0,1.0,0.0,0.5,12,4
U00165,17,Female,10,4,2.5,0.5928853754940712,Cloud Computing,Beginner,3.46,48.538,485.38,4,0.0,1.0,0.0,0.2,476,1
U00166,33,Female,2,2,1.0,0.8823529411764706,Data Science,Beginner,3.95,17.29,34.58,2,0.0,1.0,0.0,0.0,38,3
